yearpublished,average
2009,6.62263
2013,7.720110000000001
2018,7.67966
2016,7.1661600000000005
2008,6.28089
1999,4.93965
2013,6.17258
2015,6.097569999999999
2016,6.71541
2010,8.13838
2022,7.908580000000001
2019,6.3683
1999,5.5297
2018,7.4754
1993,7.63276
2016,6.64513
1993,5.04309
2018,7.15937
2021,7.59859
2003,7.428730000000001
2013,6.765039999999999
2018,6.8441600000000005
2017,7.840510000000001
2016,6.1043199999999995
2019,7.20908
2001,5.90361
2012,6.9242300000000006
2018,6.96449
2021,7.7740800000000005
1998,6.10924
2010,5.9285
2019,6.5220400000000005
2008,5.964519999999999
1995,6.56071
2005,6.18497
2011,4.686380000000001
2019,6.812880000000001
2020,7.02791
2005,5.7274
2018,6.38266
1981,5.41598
2003,6.53528
2017,6.6108899999999995
2011,5.281540000000001
2011,7.1084
2014,6.692260000000001
2016,7.22618
1932,7.260619999999999
2001,5.505669999999999
1987,5.82014
2013,6.647139999999999
2015,6.2737099999999995
2016,5.980180000000001
1987,6.06349
2015,7.07912
2020,7.602010000000001
2017,6.52666
1961,5.60977
2013,8.13544
2021,7.52595
2009,4.454330000000001
2015,5.549119999999999
2017,6.814610000000001
2017,5.01883
2015,6.70582
1990,6.03182
2014,5.54975
2013,6.894939999999999
2016,6.584789999999999
2021,7.53622
2020,6.48413
2009,7.25783
2019,8.34262
2003,5.87129
2018,6.0803400000000005
2004,4.20981
2004,7.25931
1998,4.46997
2019,7.38272
2013,6.66896
2019,7.134360000000001
2019,5.70176
2006,6.1132599999999995
2007,6.27171
2017,6.25369
2005,5.60754
2010,6.31069
2009,6.634460000000001
2012,6.460369999999999
1974,5.4984
1973,6.32218
2015,5.6601300000000005
2019,7.59704
2017,6.43938
2016,5.95338
2013,6.22471
2014,5.0526599999999995
2010,6.36448
1993,6.733
2006,5.92701
2021,7.361610000000001
2019,7.0236600000000005
2019,7.1768600000000005
1980,5.55847
2020,7.34042
1971,5.6108400000000005
2006,7.676889999999999
2019,6.24546
2005,5.88588
2014,6.463369999999999
2018,6.88848
2010,5.64671
2017,7.3242899999999995
2021,8.39592
2017,8.19304
2017,6.966130000000001
2020,6.940869999999999
1972,7.115060000000001
2000,5.16706
2005,5.01321
2010,6.64584
1998,6.49425
2014,5.390969999999999
2015,6.58643
2009,7.310230000000001
2018,6.914569999999999
2017,6.30882
2017,5.39265
2015,6.24376
2017,6.76717
1996,6.61123
2012,6.56515
2013,6.59622
1980,6.01919
2021,7.72598
2017,6.47384
1997,6.8559600000000005
1960,7.385560000000001
2016,6.372000000000001
2009,6.560960000000001
2016,7.29675
2013,6.3359
2015,7.02318
1984,6.08598
2006,6.37677
1988,5.32193
2018,7.53823
1984,5.76155
2011,5.94506
2015,6.51814
2018,6.92541
1997,6.81826
2018,6.4241
2005,5.536580000000001
2005,7.59046
1988,7.161110000000001
2015,7.0926
1979,5.5371
1992,6.60123
1957,4.16085
2017,6.59664
2015,6.6495
2017,8.11883
1938,6.02205
2003,6.754739999999999
2009,5.7260599999999995
2003,5.74144
2000,6.42641
2001,7.60991
2014,6.93165
1993,6.840439999999999
2008,7.01606
1973,6.34271
2011,6.239380000000001
2000,5.81656
2012,6.20645
2011,7.00357
2020,7.1368
2007,6.37242
1997,6.405069999999999
2021,8.55443
2018,6.55387
2009,5.25873
2011,6.5157099999999994
1965,5.8784
1973,5.82604
1992,5.81985
2014,5.755319999999999
2003,7.58864
2015,7.06077
2017,5.9088400000000005
2010,6.38296
2015,6.6692800000000005
2017,6.304180000000001
2005,5.72056
2007,7.233630000000001
2010,5.79967
2018,6.47947
2011,6.69607
2012,6.59209
1965,5.8135699999999995
2021,7.4225
2000,5.56036
1999,7.435969999999999
2012,7.530060000000001
2004,6.90521
2008,5.580509999999999
2004,6.22777
2019,8.090860000000001
2014,6.28134
2009,6.08247
2021,6.91977
2019,7.9471
2008,7.10657
1927,4.85976
2017,6.07111
2006,5.83895
2006,5.64942
2017,6.811719999999999
1977,6.77791
1982,6.89147
2018,8.35973
2009,6.09574
2013,6.035069999999999
2009,6.35787
2010,6.6171
1998,5.8928
2012,6.52499
2013,6.13199
2017,6.35404
2019,6.75103
1999,7.86569
2018,7.138260000000001
1996,7.08258
2020,7.25926
1986,5.8871400000000005
2018,7.42395
2011,6.1717699999999995
2018,7.88238
2010,6.253769999999999
2018,6.866230000000001
1983,7.05893
1989,6.271669999999999
2014,7.2702100000000005
2012,7.66847
2017,7.03752
1987,6.25919
2013,7.35497
2021,6.4419
2012,6.559939999999999
2007,5.71148
2017,6.87293
2011,6.32223
2021,7.105639999999999
2019,7.03938
2012,5.50066
2001,5.8960099999999995
2018,6.874439999999999
1992,5.9821800000000005
2011,6.815189999999999
2019,7.627510000000001
2015,6.2493099999999995
2015,5.24021
2021,6.816389999999999
2017,7.001530000000001
2019,7.49079
2013,6.61897
2009,7.217389999999999
2020,7.211130000000001
2018,8.096060000000001
2018,7.006139999999999
2019,6.67287
2005,6.67024
2011,6.984560000000001
2011,6.61223
2019,7.5485
2020,7.11056
2012,6.6196399999999995
2014,5.966069999999999
1998,5.98024
2015,7.2544699999999995
2015,6.83882
2015,6.12933
2004,7.18439
2014,6.03033
2009,7.921119999999999
1993,6.251519999999999
2012,7.21592
1994,6.2144699999999995
2000,5.2354
2018,6.93577
2017,7.5604
2017,6.036980000000001
2012,6.33375
2013,6.31807
1977,5.9004199999999996
2005,5.58765
1975,6.0545800000000005
2011,6.11758
2010,5.501530000000001
2017,5.84669
2010,5.2175199999999995
2017,5.52557
2003,7.36366
1999,6.72365
2009,7.366060000000001
2019,7.96125
1996,5.31684
2016,6.67075
2016,6.79712
2021,7.22647
2019,8.48523
1986,5.3333699999999995
2012,6.7957399999999994
2007,6.81135
1992,6.3640300000000005
2014,6.18922
2002,6.83858
2015,5.49831
2005,5.35326
2017,6.25726
2014,4.8873
2018,6.43692
2016,6.46117
2017,6.52343
2007,5.475969999999999
2017,6.72455
2011,6.899539999999999
2018,6.4653
2019,7.18284
2013,5.70432
1992,6.5309099999999995
2000,4.70712
2013,6.3563
2008,6.13201
1963,6.17365
2013,7.366789999999999
2017,6.940639999999999
1994,7.11413
2006,6.65572
1936,4.6169199999999995
2012,5.49806
2020,7.3417
2019,6.5201199999999995
2019,6.59697
2003,5.644769999999999
2003,5.64239
2021,7.493310000000001
1978,7.23964
2004,5.5647400000000005
2016,7.15031
1989,7.15452
2012,6.1292599999999995
2011,6.48718
2012,6.71444
1991,7.94601
1986,7.103339999999999
2019,7.57242
2016,7.0811399999999995
2016,6.66622
1998,5.92531
2019,7.19366
2003,4.94798
2007,5.65963
2010,6.747510000000001
2015,5.71174
2013,5.5534099999999995
2016,6.868189999999999
2011,7.9421800000000005
2017,6.64885
2012,7.841810000000001
2015,6.451230000000001
2015,6.36929
2018,6.54932
2017,7.47565
1958,5.74862
2006,7.56119
2019,8.1391
2019,6.43497
2015,6.27272
2016,7.34035
2015,7.0275
2001,6.31059
2010,6.664219999999999
2016,6.60653
2012,6.811839999999999
1999,5.69078
2013,7.0797300000000005
2001,6.22788
2004,6.48238
2007,5.96488
2019,6.3807
1990,5.5065800000000005
2002,5.50789
1962,6.41552
2017,6.01361
1995,7.73694
2008,5.4785
2013,6.561660000000001
2012,6.14655
1986,6.288530000000001
2020,7.5172
1981,6.77884
1967,6.6078600000000005
2002,6.4701900000000006
2006,6.1314
2011,6.1799800000000005
2004,5.52732
1994,5.84842
2017,6.41981
2003,6.20845
2018,7.037910000000001
2008,5.0275
2021,7.247719999999999
2009,7.12075
2016,6.38622
2006,6.4970300000000005
2011,8.293619999999999
1984,4.85729
2015,6.75955
2010,6.8289
2015,6.01084
2003,6.53987
2019,6.895989999999999
2016,7.253419999999999
2019,6.61112
2011,5.77864
2009,6.17671
2011,6.13261
2001,5.97611
2021,7.6305
2004,6.09114
2000,6.18361
2004,6.3769800000000005
1968,4.47275
1984,6.44581
1981,6.41038
2018,7.123139999999999
2009,6.50076
1969,4.253080000000001
2013,6.64545
2017,7.579280000000001
2017,3.6566199999999998
2017,6.31278
2016,6.33654
2010,5.41876
2003,7.15027
2015,7.984489999999999
2017,5.05187
2006,5.8286
2018,7.14801
2018,6.863589999999999
2019,5.51236
2004,6.023680000000001
2017,6.39611
2018,7.135460000000001
2010,6.41901
1992,6.26234
2006,6.31313
1953,4.4308
2012,6.01917
2008,5.43306
2018,6.037059999999999
2021,7.29321
2013,5.73466
2015,5.69391
2002,6.22476
2005,5.80753
2017,6.440930000000001
1989,6.269419999999999
2017,6.960430000000001
2017,7.93918
2014,6.17286
1977,5.34888
1988,5.22279
2011,6.57602
2017,6.77715
2015,5.91102
2018,6.774839999999999
1989,7.19727
1987,6.42138
2020,8.11776
2009,7.0823100000000005
2004,5.557840000000001
2006,6.741289999999999
2006,3.67288
2014,6.16009
2015,5.35916
1985,6.814030000000001
1991,6.43503
2018,7.546819999999999
2014,7.14682
2013,5.27384
2016,6.87145
2009,5.8034300000000005
2003,8.10275
2010,6.241619999999999
2010,6.63592
2005,7.677860000000001
2018,7.29522
2016,6.882910000000001
1993,7.73605
1999,6.2877
2014,5.63594
2013,6.42775
2008,5.53771
2014,6.7657
2018,6.6327
2008,7.679410000000001
2011,6.16266
2002,4.74916
2012,6.28761
2007,5.47049
2020,7.41378
2014,6.93805
2020,7.29062
1985,6.905880000000001
2008,6.21295
2014,6.76894
2007,6.15244
2013,6.76922
2018,7.45812
2003,5.7814
2005,7.4053
2018,5.83645
2019,7.19225
2006,6.2413
2004,6.38508
2020,7.31164
2017,5.81046
2002,5.98257
2002,5.99886
1980,6.10539
1933,5.19275
2006,6.87598
2010,5.68797
2014,6.72663
2017,6.55229
2009,5.43692
2016,6.2769699999999995
2016,6.030819999999999
2017,7.71237
2013,6.48325
2017,7.18153
2018,6.84098
1984,7.490489999999999
2014,6.733789999999999
2020,6.625369999999999
2013,6.65803
2020,6.9313
2004,5.18738
2010,7.19066
2017,6.633939999999999
2003,5.33174
2015,6.72122
2013,6.662560000000001
2004,4.9046199999999995
2012,5.5008300000000006
2015,6.5503599999999995
2015,7.08126
2009,6.16217
2017,6.87678
2013,4.9589099999999995
2021,7.42916
2011,6.09663
2016,6.053719999999999
2015,6.0185699999999995
2012,6.06726
2016,6.2052
2016,7.3134
2003,6.47109
2018,7.4396
2018,6.4360800000000005
2014,5.68548
2011,6.34186
2014,7.127669999999999
1976,7.1062899999999996
1992,7.17252
2006,7.167439999999999
2013,6.659210000000001
2019,7.4457
2001,5.88215
2014,7.33217
2006,6.52616
1991,7.40665
2009,6.04361
2011,6.53155
2007,5.904319999999999
2010,6.24705
1995,6.4942
2013,6.22768
2017,6.96022
2017,5.79199
2010,6.745889999999999
2010,6.08941
2018,6.69302
2015,5.5115
2008,6.997539999999999
2012,6.2820599999999995
2009,6.578239999999999
2009,7.3467
2006,5.28653
2014,6.60738
2020,7.196060000000001
2014,5.97556
1986,5.9991
2016,5.6423
2004,4.8694
2019,6.50697
2010,7.39467
2010,5.6918
2014,6.11533
2016,6.2369
2014,5.85144
2018,7.01726
2017,7.07365
2021,7.6870199999999995
2005,5.15819
2010,7.31522
2015,6.72198
2007,5.18462
2015,6.674410000000001
2007,6.73809
2006,6.21572
2013,5.91228
2017,6.614330000000001
1995,5.03801
2018,7.71753
2008,6.9827
2013,6.19765
2007,8.261989999999999
2017,5.45448
2016,8.32852
2018,6.64007
1990,6.3805
2011,5.88725
2013,5.6298
2021,8.09121
1992,4.8871400000000005
2012,5.6314400000000004
1979,6.881480000000001
2018,6.5582
2015,6.880310000000001
2020,6.11664
2015,6.35142
2017,7.37242
2018,6.56615
2016,7.26237
2015,6.42945
2013,6.43061
2021,7.4680800000000005
1992,6.25154
2019,8.5554
2016,6.3819300000000005
2016,6.3279
2008,5.89814
2008,7.03598
2014,5.99706
2018,7.06509
2014,7.63518
2021,7.07105
2015,6.2808
2008,6.4955099999999995
1969,6.728680000000001
2015,6.74291
1973,2.9432099999999997
1994,7.22125
2017,6.2564
1972,7.02378
2016,8.08573
2012,4.53851
2005,6.34954
2019,8.13017
2001,4.838030000000001
2019,6.87058
2005,7.0343
2022,7.86349
2014,6.00589
2016,6.37703
1991,6.40712
2012,6.65637
2015,6.5334699999999994
1989,6.610539999999999
2010,6.28054
2014,5.93024
2016,6.31683
2016,7.6752199999999995
2013,6.66675
2016,6.479419999999999
1995,5.37805
2006,5.40864
2018,6.716019999999999
2021,7.350969999999999
2014,7.15595
1985,5.87143
1998,5.5369
1997,5.73197
2015,6.915369999999999
1992,7.059589999999999
2003,4.71017
2002,5.542619999999999
1993,5.88214
1973,5.23701
2021,7.80196
2013,5.00157
2003,5.54249
1995,6.8401
2018,7.34801
2013,6.243580000000001
2011,5.85291
1958,6.26655
2010,5.854030000000001
1998,7.33294
2002,6.53334
2016,6.269419999999999
1996,7.5323899999999995
2001,5.23689
2016,7.09727
2018,5.88713
1987,5.971419999999999
2020,8.00458
2019,7.44935
2006,5.53014
2012,5.17528
1975,5.566269999999999
1999,6.3301
1951,7.01805
1988,5.92771
1983,7.01237
2015,6.977689999999999
2012,8.1433
1999,7.05965
2012,6.14497
2008,6.5489
2015,5.92266
1998,6.38127
2009,6.04957
2016,7.11825
2001,8.163260000000001
2004,5.61079
2013,6.13641
2019,6.791189999999999
2018,6.79318
1979,6.743130000000001
2019,6.960660000000001
1997,6.03935
2011,7.458760000000001
2015,8.04162
2005,5.2537400000000005
2015,6.46431
2014,6.773969999999999
1992,6.55467
2008,5.11506
2017,6.5945100000000005
1992,5.519
2015,6.45662
2007,5.811
2001,5.92203
2015,4.95598
2017,6.773439999999999
2018,6.8919
2016,6.95052
2016,6.754569999999999
2019,7.69653
2016,5.43128
2011,5.37657
2018,6.64665
2006,5.79331
2001,6.47651
2012,5.91765
2003,7.65835
2015,6.62927
2014,6.44211
2008,6.09986
1999,5.50249
2010,6.4370199999999995
2017,6.85797
2013,5.74937
2019,7.364510000000001
2008,5.7833
2021,7.59686
2006,5.91415
2018,6.687130000000001
1972,5.87413
2018,5.05685
2015,6.620310000000001
2012,7.41747
2007,7.0728100000000005
2017,4.4922699999999995
2009,6.2275
2010,6.81267
2015,6.55082
1978,4.96246
2018,7.426710000000001
2020,6.94225
1990,7.275119999999999
2020,7.911860000000001
1996,6.57808
2001,5.32446
2020,6.22891
2017,6.28878
2019,6.1621
2009,6.3055699999999995
2017,6.05018
1978,7.43164
2004,6.3110800000000005
1974,6.32625
2011,7.674930000000001
1990,6.50826
1988,6.747560000000001
2019,7.2896
2001,5.69385
2001,5.99364
2016,6.8240300000000005
2019,7.01237
2001,6.36329
2010,7.34549
2004,6.2798099999999994
2014,7.354089999999999
1986,5.40909
1997,5.45696
2012,6.73
2002,6.01342
2016,6.726039999999999
1970,4.753769999999999
2016,6.21963
2010,5.96385
2003,5.66235
2004,6.12186
2009,6.3486
2013,6.1763900000000005
2009,6.65057
2014,6.32228
2004,5.9678
2017,6.555160000000001
2021,7.521710000000001
2012,6.614610000000001
2008,5.7148699999999995
2018,5.8778
2016,5.88237
2015,6.79617
1982,7.236089999999999
2018,6.920489999999999
2003,5.99739
2001,6.61193
2018,6.0277199999999995
2016,5.65655
2014,6.53838
2017,6.27214
1952,5.413959999999999
2013,6.3757
2005,6.11028
2017,6.4543
2008,6.450880000000001
2004,8.312489999999999
1997,6.44238
2003,5.92431
2011,6.80387
1998,5.83746
2013,6.798660000000001
2017,7.244560000000001
2021,6.19945
2003,4.98375
2001,6.088369999999999
2016,6.37801
2018,5.406540000000001
2018,7.40908
1983,6.16255
2015,5.23378
2020,7.7813
2012,7.1371
2006,6.0345699999999995
2017,6.44784
2017,5.87528
2001,6.85958
2017,8.01362
2017,6.24798
1992,5.46131
2013,6.1239
2021,7.75719
2013,4.05509
2010,6.177219999999999
2013,6.25214
2005,5.1935199999999995
2017,6.79217
2017,7.679889999999999
2020,6.903639999999999
2019,5.56904
2008,5.70245
2019,6.77549
2017,6.88295
2014,6.50732
2020,7.02543
1997,5.61095
1974,6.2161800000000005
2015,6.31059
2018,7.34617
2012,5.175
2014,6.121569999999999
2019,6.50451
2010,6.40969
2015,5.82989
2008,6.3240300000000005
2018,6.29096
2016,6.44782
2019,7.50058
2017,6.4116
2021,7.310789999999999
2002,6.16458
2020,6.57901
2017,6.11164
2015,5.96399
2013,5.09884
2004,3.89075
2009,5.808680000000001
2009,7.9802100000000005
2017,5.90988
2009,6.631819999999999
2019,7.283639999999999
2014,5.8347
2002,5.79411
2014,6.36264
1987,5.07601
2018,6.07184
2020,6.73918
1977,6.32509
2004,6.11989
2004,5.71865
2000,5.42068
2019,6.23315
2015,5.70746
2021,7.257860000000001
1995,6.3920900000000005
2020,6.952610000000001
1995,6.11989
2017,6.9881899999999995
2017,6.5751800000000005
1989,6.67168
1982,5.61129
2007,6.3128400000000005
1995,6.54245
2018,6.78914
2013,4.96505
2014,6.04058
1987,5.584569999999999
2019,7.5579600000000005
1991,6.123480000000001
2013,6.13863
2017,6.10883
2007,6.46365
2010,7.08827
1994,8.00881
2017,6.72975
2019,7.273639999999999
1999,6.61792
2010,8.13743
2006,5.82069
2017,6.77693
2013,6.64538
2014,6.93134
2010,6.06877
2009,6.04279
1975,6.29242
1996,5.6435
1985,6.06798
2012,5.69993
2017,7.1741
2003,7.662660000000001
2006,4.99094
2001,6.07834
1985,7.2942800000000005
2015,6.50148
1995,6.617710000000001
1999,6.00822
2017,8.554839999999999
2012,5.78228
2014,7.94675
1973,5.7253099999999995
1930,6.6969199999999995
2019,6.43928
2014,6.18478
2018,7.0212
1999,5.32714
2003,5.57022
2014,8.1221
1988,7.10284
2015,5.19286
2014,6.554180000000001
2016,5.5613
2020,5.87069
2012,5.61578
2020,7.76192
2017,6.41804
2011,6.02465
2014,7.68491
2015,5.92167
2011,8.32295
1977,6.02567
2003,5.76909
2003,5.78563
2013,6.00097
2002,7.07935
2018,7.03328
1990,4.28342
2001,4.79413
2018,7.683839999999999
2008,5.731269999999999
2010,6.40479
1975,5.75753
1987,4.94763
2010,5.78276
2010,5.8882
2015,5.98656
2016,5.2544
2016,5.5290099999999995
1994,6.05007
2021,7.37776
2012,7.217689999999999
2015,6.97513
2015,6.8333
2000,4.963509999999999
2015,6.9562800000000005
2017,5.60147
2004,6.4177
2002,6.38125
2002,6.42631
2005,5.63935
2018,6.5967
2004,5.15643
1973,5.2316199999999995
2002,7.561030000000001
2015,6.7602899999999995
2007,4.0873099999999996
2020,7.281610000000001
2004,6.768860000000001
2017,6.64583
2016,7.708019999999999
1999,6.11602
2019,6.4574
1987,5.9718800000000005
2017,6.918010000000001
2016,6.58657
2008,5.7285
2015,6.4917
1997,5.92513
1991,6.15332
1968,5.84166
2010,5.81476
2002,6.056830000000001
1995,6.03891
2007,6.39605
1992,5.30855
1977,5.7293
2007,6.98833
2019,7.438
2015,8.26088
2000,7.04218
1980,5.7644400000000005
2015,6.894760000000001
1996,5.8327800000000005
2017,6.47415
2008,6.76037
1999,6.3787
2017,6.74896
2006,5.44937
2014,7.74148
2020,7.38191
2003,7.61464
2006,5.81415
1998,5.263719999999999
2016,6.2327900000000005
2018,6.02007
2006,5.9503699999999995
2006,6.00981
2019,1.16208
1961,5.91171
2017,5.6932
2010,5.9164699999999995
1988,4.6784099999999995
2019,8.25553
2019,7.2861
2015,6.627160000000001
2016,6.43765
2020,7.45781
2010,5.97788
2019,7.010730000000001
1982,6.751469999999999
1996,6.854480000000001
1962,5.89631
1949,5.18187
2016,7.181719999999999
2014,6.10418
2015,6.93041
2021,8.25888
1963,5.81772
2012,7.25788
2015,5.92791
1999,5.50672
2019,7.1527199999999995
2020,7.8680699999999995
2016,5.30989
2003,5.6813400000000005
2012,6.1622
2019,6.789060000000001
1998,6.15506
2013,5.89527
2018,6.17678
1994,7.6523699999999995
2020,7.01675
2013,6.420719999999999
2016,6.33905
2016,6.54386
2010,7.63727
2001,6.13052
1975,6.2335199999999995
1998,5.3367
2020,7.4103699999999995
2007,5.6618
2018,6.8178399999999995
2002,5.66929
2019,6.9563
2008,5.71456
2013,6.262169999999999
2018,7.0530100000000004
2016,8.17383
2018,7.1921100000000004
2020,7.23642
1996,6.12429
2015,6.96263
2016,5.7725
2000,4.25425
2016,6.2053
2020,6.85797
2019,6.7574
2010,5.95976
2019,8.20865
2010,6.183680000000001
2012,6.49019
2017,6.93041
2018,6.684089999999999
2002,6.61698
2016,6.660639999999999
2015,6.04396
2015,6.70343
2003,6.6150899999999995
2009,5.44104
2009,5.63358
2014,5.70791
2014,6.96863
2010,6.85549
2010,7.411169999999999
2018,6.40125
2017,7.147880000000001
2010,6.0793
2019,6.07902
2013,6.26708
1997,6.04829
1992,6.671289999999999
2018,7.25455
1988,6.54129
2002,5.8483
2009,6.5195099999999995
2008,5.15928
2008,6.2411
2016,5.54455
2001,5.98186
2017,6.4968900000000005
2004,7.51593
2016,4.87111
2001,7.963889999999999
1989,5.74054
2017,5.71759
2013,6.731319999999999
2000,7.71165
1977,6.178669999999999
2017,6.85578
2016,7.3853
2017,5.95942
2016,6.42816
2019,6.809589999999999
2006,5.1484
2006,5.62789
1979,6.6536100000000005
1992,6.10795
2009,4.83908
2011,6.636310000000001
2021,7.81906
2010,6.17366
2015,5.87349
2013,7.70783
1979,7.337560000000001
2009,6.04504
2015,7.2006
2008,5.3935
2014,7.705030000000001
2014,6.564539999999999
2021,7.94735
2014,7.42767
2021,7.16286
2008,6.21927
1978,6.46183
2002,5.91718
2007,6.07958
2021,5.545780000000001
1981,6.01279
2017,6.6888
2014,6.07416
2015,7.831110000000001
2012,5.84368
2011,7.22452
2019,6.594869999999999
1999,5.50421
2010,5.66292
2016,6.8318
2018,6.23142
2017,6.400919999999999
2003,8.20935
2013,8.612639999999999
2020,8.16435
2019,6.4902
1975,6.14349
2007,5.81544
2016,6.11677
2007,5.66365
2010,6.2422699999999995
2016,4.821000000000001
2019,7.962039999999999
2010,5.84819
2019,7.58542
2019,6.8884
1980,6.77775
2004,6.35077
2021,7.39125
2008,6.385
2000,6.22577
2007,6.130380000000001
2010,6.36423
2017,6.05731
2015,6.56642
2014,6.2897300000000005
2016,6.63068
1960,5.73377
1998,4.9362900000000005
2021,7.213239999999999
2011,5.9004199999999996
2018,6.68728
2007,7.39611
2019,8.55429
2002,5.81976
2002,5.86038
2009,6.61803
2012,6.49697
1980,6.6529300000000005
1985,7.18784
2000,6.37297
1992,6.17035
2016,6.70463
1973,6.294980000000001
2008,5.7527
2003,6.1837800000000005
2018,7.41602
2010,6.1938
1993,3.54619
2009,7.95189
2018,6.06013
2011,6.34312
2011,5.85918
1987,5.20285
1991,7.297210000000001
2019,7.60687
2006,6.55847
2017,6.95707
2016,7.6215
2012,7.460160000000001
2011,5.57364
1997,6.573060000000001
2015,6.559189999999999
2016,6.7938
2009,6.34477
2009,6.44419
2012,7.84646
2006,5.9852099999999995
2018,6.403919999999999
2019,6.73752
2017,7.92743
2011,5.67702
2015,6.0465
1991,7.00167
2020,7.5144
2015,6.32829
2014,6.78914
2009,6.26031
1930,6.613589999999999
2009,6.99188
2017,6.6005899999999995
2019,7.511010000000001
2013,6.46415
2013,6.11758
2020,7.438680000000001
2014,6.34965
2001,6.10982
1975,5.807119999999999
1991,7.23093
2015,7.184410000000001
2017,6.60902
2018,5.90969
2006,6.68605
2017,6.71173
1999,5.95071
2010,6.11153
2003,5.8212
2020,6.6276600000000006
2010,6.04071
2021,7.3119
1991,6.55216
2014,6.348669999999999
2011,5.424119999999999
2006,6.07235
2020,5.93088
1993,6.58961
2020,7.19222
1972,5.405880000000001
2018,6.19724
1975,4.80397
2020,6.95065
2005,5.4711099999999995
2007,4.13248
1992,5.5807400000000005
2016,6.01673
2000,4.50094
2012,6.53505
2012,6.00536
2021,7.444260000000001
2001,6.71457
2021,7.260269999999999
2007,5.16634
2012,6.71375
2000,5.57638
2014,6.35985
2016,6.22441
1998,5.7419
2007,7.99665
2014,6.28158
2013,6.07817
2004,5.85838
2015,6.21235
2013,4.89041
2015,6.11108
2015,6.5183
2005,5.31387
2016,6.615069999999999
2013,6.60237
2005,5.4764800000000005
2017,6.21892
2021,7.4429300000000005
1980,5.23569
2010,5.95988
2008,6.39794
2017,8.06754
2021,8.20968
2011,6.39147
2020,7.086939999999999
2020,7.43325
2020,8.36488
1979,7.411010000000001
2001,4.42917
2001,5.46859
2021,7.3826
2015,7.80398
2006,7.759519999999999
2019,6.9771
2015,6.21929
2011,6.47222
1996,6.57758
2015,6.69763
2012,6.09992
1950,5.84762
2021,8.40979
2015,5.767119999999999
2020,7.04815
1998,5.84203
2015,6.329219999999999
2021,7.08425
2011,5.47928
2014,6.28566
2021,8.15996
2015,7.22892
2014,5.77381
2008,6.36454
1964,5.23586
2005,5.86987
1998,6.9354
2007,6.727010000000001
2019,7.0819600000000005
2012,5.39571
2017,6.796689999999999
1982,5.75864
1980,6.50857
2003,5.456119999999999
2018,6.4742
2019,6.868460000000001
2009,5.1426
2014,5.65664
1997,6.41245
2004,5.8642
2018,6.5365400000000005
1980,6.95812
2021,7.63651
2007,5.6944
2019,7.180289999999999
1979,6.92952
2012,6.7876
1999,5.23024
2017,6.29833
1983,6.8521600000000005
2021,7.28547
1988,6.828880000000001
2019,6.9485399999999995
2003,5.710459999999999
2007,5.956119999999999
1982,6.2701199999999995
2018,7.211
2013,5.67992
2009,5.303780000000001
2020,8.1579
2008,4.40871
1940,5.89048
2010,7.28052
1987,6.00683
2001,6.13594
2013,6.43896
2014,6.943169999999999
2015,6.39726
2014,6.92735
2016,7.285710000000001
2020,6.9068
2018,6.5332
2010,5.85337
2020,6.86941
2010,6.0620199999999995
2018,6.87149
2019,7.0114399999999995
1986,6.90602
1991,6.854439999999999
2004,6.06532
2015,6.310919999999999
2014,6.73993
2018,7.58206
2011,7.39278
2009,6.8748
2018,6.716760000000001
2014,6.72285
2003,6.92157
2010,6.37964
1987,6.31154
2018,6.10553
2003,5.7049199999999995
2021,7.47053
2011,6.9378
1999,6.6315800000000005
2015,6.037059999999999
2010,7.16822
2008,5.3880300000000005
2009,5.43264
2007,5.68401
2020,6.89036
2007,7.04777
2020,6.68912
1965,5.692740000000001
2013,6.67979
2005,5.78114
2008,6.41341
2004,5.85732
2005,5.99939
2016,6.85
2012,7.3598
2004,6.94764
2001,4.12014
2020,7.09242
2020,8.0098
2019,7.52672
2020,7.59237
2006,7.705089999999999
2012,5.10768
2013,5.721369999999999
2014,6.923369999999999
2021,7.399360000000001
2021,8.34268
2008,5.61691
2016,6.05906
2018,5.8732
2003,5.7179
1988,6.61878
1978,6.9063300000000005
2018,6.88122
2019,6.2146
2016,7.67041
1979,6.00082
1998,4.86249
2020,6.2245
2009,5.96755
2018,6.2834
1998,5.53771
2002,5.81714
2004,5.62329
2019,7.43423
2014,5.47725
2015,6.586880000000001
2013,5.72196
2021,7.3339
2015,6.4915199999999995
2013,5.88475
2014,6.26025
2007,5.46086
2019,6.702539999999999
2008,6.413930000000001
2012,5.62217
2015,5.73905
2014,8.20508
2005,6.45164
2002,5.534669999999999
2001,6.04547
2015,7.00449
2017,7.093539999999999
1998,5.86715
2013,6.733460000000001
2015,5.8922300000000005
2012,6.08354
2018,8.2319
2013,6.5528
2005,7.415839999999999
2015,6.49101
2018,6.37512
1990,6.504659999999999
1984,7.432910000000001
2019,6.52358
2015,6.44792
1998,6.22963
2019,6.104030000000001
2007,5.94486
2016,6.71126
1999,5.66944
1993,6.865660000000001
2012,6.53987
2015,6.9876
2010,5.48529
1987,5.24413
2019,6.644
2019,6.6127
2018,7.007000000000001
2011,6.03603
2015,7.428719999999999
2018,6.08796
2017,6.7683100000000005
2012,6.1279699999999995
2010,7.49752
2020,6.64181
1991,7.22665
2019,8.36244
2010,5.5628
2008,7.19694
2009,6.2169
2018,6.496980000000001
