yearpublished,average
2017,7.51432
2014,6.613630000000001
2009,7.5239899999999995
2009,6.65877
2011,6.78879
2012,6.84875
2015,7.183
2020,7.875380000000001
2016,7.361680000000001
1996,5.63114
2017,7.268160000000001
2001,6.57463
2017,7.05457
1979,6.53075
2018,7.45901
2017,6.54159
2016,7.042660000000001
2011,7.173019999999999
2011,6.175619999999999
2018,7.61273
2020,7.831810000000001
2010,6.50894
2006,6.40463
2019,7.64495
1991,6.29325
2006,6.47826
2018,7.212689999999999
2015,7.548830000000001
2015,7.77415
2011,6.1497
2015,6.42432
2015,7.66857
2014,7.01467
2020,8.241810000000001
2013,6.71015
2010,6.55847
2016,6.952839999999999
2004,6.890160000000001
2014,7.35133
2015,7.4555
2004,6.27209
2005,6.51259
2011,6.27412
2007,6.38855
2017,7.48455
2004,6.97253
2017,7.166910000000001
2019,7.463010000000001
2009,6.782719999999999
2015,7.1847
1978,4.122319999999999
2014,7.30174
2011,6.49211
2018,6.36445
1999,6.51121
2014,7.283289999999999
2015,7.555510000000001
1999,7.5348
2018,7.6675
2008,6.98003
2002,6.93465
2017,6.636010000000001
1997,7.0286
2015,7.08478
2008,6.97058
1965,5.34105
2004,7.83396
2003,6.40857
2018,7.72305
2010,7.632210000000001
2013,6.881310000000001
2009,7.206110000000001
2014,7.16304
2019,6.96011
2010,6.71091
2006,6.37668
2002,6.5026
2015,6.926760000000001
2006,6.50523
2019,6.7691300000000005
2019,7.60302
2009,6.9115
2006,6.901269999999999
1986,6.69309
2019,7.76047
2005,6.54074
1995,7.4768300000000005
2010,6.786169999999999
2014,6.36851
2020,7.56695
1997,6.785769999999999
2014,8.07313
1962,6.588889999999999
2019,7.41038
2017,7.43784
2018,6.70265
2020,7.38422
2016,6.670489999999999
2016,7.3265899999999995
2018,7.43686
2003,6.8042300000000004
2015,7.337460000000001
2011,7.752339999999999
2014,7.86908
2020,7.92513
2011,6.66867
1996,5.57869
1983,6.64765
2019,7.22629
2016,8.045630000000001
1999,6.8624
2009,6.61527
1994,6.33499
2008,7.296689999999999
2017,7.1896
2018,6.96475
2005,7.95172
2019,7.156619999999999
2009,7.574110000000001
2004,6.781510000000001
1996,7.4443600000000005
2021,7.88477
2017,7.30766
2015,6.826239999999999
2018,7.284839999999999
2016,7.12131
1955,5.83779
2014,7.33427
2011,6.896160000000001
2017,7.60147
2003,6.8665
1998,6.5171
2007,6.84276
2011,6.459280000000001
2019,7.41395
1995,6.722360000000001
1990,6.6128
2013,5.90367
2002,6.570810000000001
2015,7.2590699999999995
2003,5.87345
2019,7.31703
2019,6.8832699999999996
2010,6.802460000000001
1994,7.218560000000001
2017,7.62171
2013,7.05961
2004,6.22473
2007,7.625560000000001
2014,6.8885
2005,6.62391
2019,7.705489999999999
2018,6.89038
2005,6.35032
2007,6.78187
2015,7.319039999999999
2015,7.3011800000000004
2012,7.33665
2005,5.9785699999999995
2014,8.04611
2003,6.3674
2018,7.741210000000001
1992,6.29365
2008,6.61485
2017,6.67247
1996,6.85998
2018,7.40717
2017,7.46165
2008,6.91538
1979,6.7988
2005,7.05693
2008,6.459630000000001
2017,7.235119999999999
2018,6.925560000000001
2020,6.7400899999999995
2008,6.77548
1983,7.46392
2016,6.80863
2013,6.60843
2018,7.678910000000001
1999,6.4846699999999995
2009,6.977110000000001
2015,6.72037
2011,6.53482
2017,7.24112
2017,6.8242899999999995
2016,6.6873
2011,6.9804699999999995
2014,6.65815
2012,6.45803
2003,7.34068
2018,6.00394
2012,7.570119999999999
2012,6.787710000000001
2019,7.36678
2014,6.6859399999999996
2014,7.27502
2019,7.61795
2015,6.90832
2012,6.91233
2016,6.66166
2018,7.16419
2008,6.47133
2007,6.9113
2014,7.138910000000001
2005,6.48482
2014,7.15707
2018,7.099530000000001
2019,7.32074
1991,6.4589
1983,7.8687
2004,6.7041699999999995
1938,6.76512
1981,6.40881
